price,room_number,square_footage,floor,elevator,balcony,registered,distance
80967.0,2.0,39.0,3,1,1,0,1.939
86780.0,2.0,42.0,2,1,1,0,1.939
58000.0,2.0,83.0,0,0,1,1,8.718
86780.0,2.0,42.0,3,1,1,0,1.939
80967.0,2.0,39.0,4,1,1,0,1.939
90420.0,2.0,44.0,2,1,1,0,1.939
90214.0,2.0,44.0,4,1,1,0,1.939
90420.0,2.0,44.0,3,1,1,0,1.939
99667.0,2.0,49.0,1,1,1,0,1.939
62000.0,2.0,58.0,2,0,1,1,8.378
103700.0,2.0,49.0,2,0,0,0,1.682
168000.0,2.0,83.0,3,0,1,1,1.076
83000.0,2.0,49.0,0,0,1,1,3.7
107800.0,2.0,56.0,2,0,0,0,1.682
76000.0,2.0,56.0,1,0,1,1,8.623
108000.0,2.0,72.0,2,0,1,1,2.858
70200.0,2.0,54.0,5,0,0,1,1.713
84000.0,2.0,37.0,0,0,1,0,2.586
150000.0,2.0,88.0,0,0,1,1,1.514
48000.0,2.0,50.0,3,0,1,0,6.899
120000.0,2.0,45.0,3,0,1,1,0.197
120000.0,2.0,45.0,3,0,1,1,0.197
99000.0,2.0,53.0,0,1,1,0,1.647
55000.0,2.0,50.0,1,0,0,0,3.923
187000.0,2.0,85.0,2,0,1,1,1.076
114000.0,2.0,66.0,4,0,1,1,2.315
187000.0,2.0,85.0,2,0,1,1,1.076
26000.0,2.0,46.0,1,0,0,1,3.923
63000.0,2.0,46.0,1,0,0,1,4.072
93993.0,2.0,49.0,1,0,1,0,1.448
105000.0,2.0,57.0,6,1,1,1,2.21
106000.0,2.0,55.0,1,0,0,1,0.458
86400.0,2.0,48.0,2,0,1,0,1.448
153900.0,2.0,66.0,1,1,1,0,2.024
105000.0,2.0,51.0,6,1,1,1,2.21
142822.0,2.5,70.0,4,1,1,0,1.939
60000.0,2.0,53.0,3,0,1,1,7.67
63000.0,2.0,46.0,1,0,1,1,0.449
150000.0,2.0,87.0,0,0,0,0,1.514
72000.0,2.0,47.0,0,0,1,1,0.203
132000.0,2.5,69.0,2,0,1,1,0.444
93000.0,2.5,54.0,1,0,1,1,13.929
51900.0,2.0,40.0,2,0,0,0,4.319
109200.0,2.0,56.0,1,1,1,1,1.647
105000.0,2.0,57.0,6,1,1,1,1.957
153000.0,2.0,61.0,1,0,1,1,2.024
85000.0,2.5,52.0,19,1,1,1,2.679
134400.0,2.5,64.0,4,1,1,1,2.918
126434.0,2.5,62.0,1,1,1,1,1.647
98000.0,2.5,61.0,0,0,0,1,4.16
116550.0,2.5,63.0,3,1,0,0,2.679
150000.0,2.0,88.0,0,0,1,1,1.514
150000.0,2.0,55.0,1,1,1,1,1.011
75000.0,2.5,43.0,0,0,1,1,0.465
142000.0,2.0,66.0,1,1,1,0,2.024
88000.0,2.5,56.0,0,0,0,1,2.099
120000.0,2.5,65.0,4,0,1,1,1.637
127000.0,1.0,40.0,2,0,0,1,1.202
125000.0,2.5,72.0,0,1,1,1,2.969
77000.0,3.5,65.0,3,0,0,0,4.87
95000.0,2.0,66.0,2,0,1,1,1.076
95000.0,2.0,64.0,9,1,1,1,4.452
74800.0,3.5,68.0,4,0,1,0,5.638
135000.0,2.0,65.0,2,1,1,1,8.387
106000.0,2.0,51.0,1,0,1,1,0.458
134000.0,2.0,41.0,6,1,1,1,1.296
106000.0,2.0,45.0,1,0,0,1,0.458
108000.0,2.0,72.0,2,0,1,1,1.076
94050.0,2.0,50.0,1,0,1,1,0.0
106000.0,2.0,51.0,1,0,1,1,0.458
50000.0,2.5,56.0,0,0,1,1,5.815
98000.0,2.5,80.0,0,0,0,0,4.159
151900.0,2.5,75.0,6,0,0,1,2.21
106000.0,2.0,45.0,1,0,0,1,0.458
105000.0,2.5,63.0,4,1,1,1,2.714
165000.0,2.5,75.0,2,0,1,1,0.18
129000.0,2.0,49.0,7,1,1,1,2.638
77000.0,2.5,50.0,-1,0,1,1,8.387
120000.0,2.5,65.0,4,0,1,1,1.637
81000.0,2.5,54.0,0,0,0,1,2.367
149000.0,2.5,72.0,2,1,1,1,2.37
140000.0,2.5,73.0,4,1,1,1,2.37
84911.0,2.5,52.0,3,0,0,1,1.076
160000.0,2.5,73.0,5,1,1,1,1.329
180000.0,2.5,61.0,0,0,1,1,2.024
78000.0,2.5,44.0,10,1,1,1,1.101
80800.0,2.5,55.0,0,0,1,1,2.858
111000.0,2.5,60.0,2,1,0,0,2.679
72000.0,2.5,53.0,0,0,0,1,7.564
147500.0,2.5,67.0,1,1,1,0,1.087
103098.0,2.5,52.0,2,1,1,1,2.409
102029.0,2.5,52.0,2,1,1,1,2.409
58000.0,2.5,54.0,2,0,0,1,8.789
122000.0,2.5,61.0,0,0,1,1,2.024
62500.0,2.5,56.0,2,0,1,1,8.492
168000.0,3.0,83.0,3,0,1,1,1.076
129000.0,4.0,90.0,1,0,0,1,0.792
187000.0,3.0,85.0,2,0,1,1,1.076
138000.0,3.0,69.0,0,0,0,1,0.792
64000.0,2.5,54.0,1,0,1,1,8.53
60788.0,2.5,46.0,1,0,0,1,9.269
45500.0,2.5,35.0,3,0,1,0,9.269
61100.0,2.5,47.0,1,0,1,0,9.269
55000.0,2.5,47.0,1,0,1,0,9.081
68556.0,2.5,57.0,0,0,0,1,9.269
60788.0,2.5,46.0,2,0,0,1,9.269
58548.0,2.5,48.0,3,0,0,1,9.269
78000.0,2.5,48.0,0,0,1,1,7.564
63427.0,2.5,48.0,2,0,0,1,9.269
63427.0,2.5,48.0,1,0,0,1,9.269
68556.0,2.5,57.0,0,0,0,1,9.269
99000.0,3.5,89.0,1,0,1,1,1.867
56112.0,2.5,46.0,3,0,0,1,9.269
119000.0,2.5,73.0,8,1,1,1,2.679
103000.0,3.0,68.0,3,0,1,1,8.378
77000.0,3.0,78.0,3,0,1,0,5.257
102000.0,5.0,110.0,6,1,1,0,0.912
139000.0,3.0,87.0,1,0,1,1,0.359
145000.0,2.0,50.0,3,0,0,0,2.512
107000.0,2.0,60.0,4,0,1,1,2.53
116000.0,2.0,53.0,0,0,0,1,2.494
86250.0,3.0,75.0,2,0,1,0,5.155
64000.0,3.0,54.0,1,0,1,1,8.53
87400.0,3.0,76.0,1,0,1,0,5.426
184000.0,3.0,68.0,3,1,1,0,3.209
89000.0,3.5,77.0,2,0,1,1,4.187
135000.0,3.0,73.0,0,0,0,1,0.346
148000.0,2.5,66.0,6,1,1,1,2.512
74000.0,3.0,43.0,0,0,1,1,0.372
72000.0,3.0,69.0,4,0,1,0,4.452
119900.0,3.0,105.0,0,0,1,1,5.482
114000.0,3.0,89.0,1,0,0,1,0.048
107500.0,3.0,62.0,0,0,1,0,3.724
269888.0,2.5,75.0,9,1,1,0,1.894
183600.0,3.0,68.0,3,1,1,0,3.209
236888.0,2.5,71.0,1,1,1,1,1.894
248888.0,2.5,75.0,2,1,1,1,1.894
279500.0,2.5,82.0,2,1,1,1,2.494
231888.0,2.5,77.0,7,0,0,0,2.514
133000.0,2.5,70.0,4,0,1,1,1.788
66000.0,3.0,45.0,1,0,0,1,4.072
220000.0,2.0,56.0,16,1,0,1,2.514
70000.0,3.5,71.0,-1,0,0,1,2.609
275000.0,2.5,83.0,2,1,1,1,3.1
59000.0,3.0,63.0,4,0,1,0,4.49
262000.0,3.0,145.0,1,1,1,1,0.804
226888.0,3.0,71.0,5,0,1,0,1.832
132000.0,2.5,62.0,0,1,0,1,2.06
268000.0,4.0,149.0,2,0,1,1,0.804
279888.0,3.0,86.0,2,1,1,0,1.769
267888.0,3.0,85.0,1,1,1,0,3.1
278888.0,3.0,86.0,1,1,1,0,2.276
264888.0,3.0,83.0,5,1,1,0,1.832
260888.0,3.0,83.0,3,1,1,0,1.832
259888.0,3.0,83.0,2,1,1,0,1.832
278888.0,3.0,84.0,2,1,1,0,3.1
110000.0,2.5,45.0,1,0,0,1,3.1
260000.0,3.5,88.0,5,1,1,1,0.874
268000.0,4.5,123.0,2,0,1,1,2.203
275888.0,3.0,80.0,3,1,1,0,0.964
260888.0,3.0,83.0,3,1,1,0,1.832
211888.0,3.0,67.0,1,1,1,1,2.514
282888.0,3.0,91.0,2,1,1,0,3.1
284888.0,3.0,79.0,9,1,1,0,1.832
182700.0,3.5,87.0,4,1,1,0,1.328
182640.0,3.5,87.0,2,1,1,0,7.921
283888.0,3.0,86.0,3,1,1,0,1.769
172000.0,3.5,86.0,0,0,0,1,2.268
284888.0,3.0,90.0,1,1,1,0,3.1
284888.0,3.0,80.0,7,1,1,0,0.964
271888.0,3.0,90.0,1,1,1,0,3.1
193200.0,4.0,87.0,0,1,1,1,214.293
290000.0,4.0,137.0,3,0,1,1,1.379
199000.0,4.0,117.0,6,0,1,1,0.562
331540.0,4.0,137.0,7,1,1,1,0.562
290000.0,4.0,137.0,3,0,1,1,1.379
290000.0,4.0,137.0,3,0,1,1,1.379
290000.0,4.0,137.0,3,0,1,1,1.379
96000.0,4.0,130.0,4,0,1,0,0.562
165000.0,4.0,110.0,4,1,1,1,1.073
305000.0,4.0,162.0,3,0,1,1,214.293
248000.0,4.0,124.0,4,1,1,1,0.562
191000.0,3.5,83.0,4,1,1,0,0.0
750000.0,4.0,272.0,6,0,1,1,1.633
212000.0,4.0,101.0,5,1,1,1,0.982
180000.0,4.0,138.0,0,1,1,1,1.39
169500.0,4.0,115.0,1,0,1,1,1.112
115000.0,4.0,105.0,4,0,1,1,0.562
233310.0,4.0,101.0,4,1,1,1,0.982
420000.0,4.0,178.0,3,0,0,1,0.562
137000.0,4.0,84.0,1,0,1,1,1.117
212000.0,4.0,101.0,4,0,1,1,0.982
135000.0,4.0,105.0,4,0,1,1,0.562
210000.0,4.0,105.0,0,1,1,0,1.073
66000.0,4.0,66.0,0,0,1,1,2.701
166500.0,4.0,90.0,3,0,1,1,1.314
445000.0,4.0,135.0,2,0,0,1,1.379
266800.0,4.0,116.0,3,1,1,0,1.2
212000.0,4.0,101.0,4,1,0,1,0.982
169000.0,4.0,86.0,2,0,1,1,0.471
155000.0,4.5,115.0,1,0,1,1,1.112
153000.0,4.0,77.0,3,0,1,1,0.335
179990.0,4.5,138.0,2,1,1,1,0.562
398000.0,4.5,175.0,5,1,1,1,1.633
182000.0,4.0,74.0,0,1,1,0,1.558
290000.0,4.0,137.0,3,0,1,1,1.379
400000.0,4.0,131.0,5,1,0,1,1.379
234500.0,3.5,109.0,5,1,1,0,1.2
269100.0,4.0,117.0,4,1,1,1,214.293
169000.0,3.5,75.0,2,0,1,1,0.562
199000.0,4.0,118.0,6,0,1,1,214.293
230000.0,4.0,92.0,2,1,0,1,214.293
390000.0,4.0,257.0,3,1,1,1,1.67
391888.0,4.0,125.0,5,1,1,0,3.1
389888.0,4.0,116.0,5,1,1,0,2.276
389888.0,4.0,121.0,22,1,1,0,3.1
394888.0,4.0,116.0,7,1,1,0,2.276
403888.0,4.0,105.0,22,1,1,0,3.1
397888.0,4.0,105.0,21,1,1,0,3.1
404888.0,4.0,119.0,21,1,1,0,3.1
384888.0,4.0,119.0,18,1,1,0,3.1
388888.0,4.0,121.0,21,1,1,0,3.1
406888.0,4.0,119.0,22,1,1,0,3.1
384888.0,4.0,117.0,5,1,1,0,1.769
381888.0,4.0,117.0,4,1,1,0,3.1
383888.0,4.0,111.0,6,1,1,0,3.1
403888.0,4.0,119.0,20,1,1,0,3.1
390000.0,4.0,121.0,17,1,1,0,3.1
399000.0,5.0,134.0,1,1,1,1,2.124
251070.0,3.5,109.0,5,1,1,1,214.293
399888.0,4.0,111.0,13,1,1,0,0.964
379888.0,4.0,116.0,4,1,1,0,1.769
377888.0,4.0,116.0,3,1,1,0,1.769
378888.0,4.0,111.0,5,1,1,0,0.964
389888.0,4.0,118.0,6,1,1,0,3.1
377888.0,4.0,115.0,5,1,1,0,3.1
400000.0,3.0,92.0,3,1,1,1,12.619
370000.0,4.0,133.0,1,1,1,1,0.274
145000.0,3.5,72.0,1,0,1,1,0.2
389888.0,4.0,118.0,6,1,1,0,3.1
373888.0,4.0,116.0,5,1,1,0,1.769
366888.0,4.0,114.0,1,1,1,0,2.276
377888.0,4.0,115.0,5,1,1,0,3.1
378888.0,4.0,111.0,7,1,1,0,3.1
366888.0,4.0,115.0,2,1,1,0,1.769
368888.0,4.0,117.0,1,1,1,0,3.1
386888.0,4.0,119.0,19,1,1,0,3.1
357888.0,4.0,115.0,6,1,1,0,3.1
355888.0,4.0,115.0,5,1,1,0,3.1
369000.0,4.0,149.0,2,1,1,1,12.222
44900.0,1.0,18.0,0,0,0,1,12.619
348888.0,4.0,111.0,10,1,1,0,3.1
361888.0,4.0,115.0,7,1,1,0,3.1
105000.0,2.5,50.0,0,0,0,1,14.8
350000.0,3.5,84.0,1,0,1,1,1.455
179011.0,3.0,77.0,9,0,1,1,12.659
104900.0,1.5,50.0,0,0,0,1,14.8
165000.0,2.5,65.0,16,0,1,1,11.849
218500.0,4.0,120.0,9,0,0,1,12.619
340000.0,3.0,150.0,4,1,1,1,1.975
219000.0,3.0,120.0,9,1,0,1,3.06
199000.0,4.0,111.0,0,0,0,1,9.453
499000.0,4.0,163.0,7,1,1,1,3.449
630000.0,4.0,175.0,2,0,1,0,12.619
359000.0,3.0,97.0,1,0,1,1,1.498
330000.0,3.0,150.0,6,1,0,1,1.669
332000.0,3.5,104.0,2,0,1,1,1.202
325000.0,4.0,75.0,5,1,1,1,1.077
186000.0,3.0,96.0,1,1,1,1,2.37
325888.0,3.0,99.0,1,1,1,0,2.276
332800.0,4.0,128.0,4,1,1,0,0.617
320000.0,4.0,108.0,3,0,1,1,1.902
748000.0,5.0,238.0,5,1,1,1,5.548
210000.0,2.0,79.0,5,1,1,1,3.449
320000.0,6.0,162.0,3,0,1,1,0.231
499900.0,3.0,163.0,7,1,1,1,3.449
320000.0,6.0,173.0,5,1,1,1,3.107
312888.0,3.0,81.0,21,1,1,0,3.1
198000.0,2.0,79.0,3,1,1,1,3.449
179000.0,3.5,89.0,4,1,1,1,3.449
200000.0,2.0,65.0,5,1,1,1,3.449
169000.0,3.0,77.0,5,1,1,1,3.06
340888.0,3.0,94.0,1,1,1,0,1.894
170000.0,3.0,96.0,9,0,0,1,3.06
311888.0,3.0,95.0,1,1,1,0,3.1
308750.0,3.0,136.0,5,1,1,1,1.633
343000.0,6.0,177.0,0,1,1,1,1.202
499000.0,3.0,163.0,7,0,1,1,3.449
138000.0,3.0,69.0,0,0,0,1,0.792
177000.0,3.0,91.0,2,0,0,1,3.726
340000.0,4.0,137.0,6,1,1,1,2.338
147000.0,3.0,64.0,2,0,1,1,3.06
360000.0,5.0,137.0,6,1,1,1,2.37
498999.0,3.0,163.0,7,1,0,1,3.449
148000.0,3.0,74.0,2,1,1,1,3.06
190000.0,3.5,111.0,0,1,0,1,3.06
120000.0,3.0,85.0,3,0,1,1,1.939
168000.0,3.0,83.0,3,0,1,1,2.858
130900.0,1.5,38.0,1,1,1,1,2.37
950000.0,8.0,330.0,6,1,1,1,2.338
187000.0,3.0,85.0,2,0,1,1,2.858
128900.0,2.5,70.0,0,1,1,1,3.06
160000.0,3.0,72.0,1,1,1,1,1.252
180000.0,3.0,91.0,2,0,0,1,0.445
177000.0,3.0,91.0,2,0,1,1,3.726
115000.0,3.0,83.0,0,1,1,1,3.779
189693.0,3.0,90.0,1,1,1,1,2.918
156030.0,3.0,74.0,3,1,1,1,2.918
127500.0,2.0,54.0,6,1,1,1,2.338
499000.0,3.0,163.0,7,1,1,1,3.449
154035.0,3.0,73.0,2,1,1,1,2.918
195000.0,2.0,79.0,5,1,1,1,3.449
499000.0,3.0,163.0,7,1,1,1,3.449
499900.0,3.0,163.0,7,1,1,1,3.449
198000.0,2.0,79.0,3,1,1,1,3.449
210000.0,4.0,102.0,6,1,0,1,2.37
198000.0,2.0,79.0,3,1,1,1,3.449
200000.0,2.0,62.0,5,1,1,1,3.449
219900.0,2.0,102.0,9,0,1,0,3.06
200000.0,2.0,62.0,5,1,1,1,3.449
179000.0,3.5,89.0,4,1,1,1,3.449
210000.0,4.0,118.0,6,1,0,1,2.37
185000.0,3.0,96.0,0,0,1,1,1.192
198000.0,2.0,79.0,3,1,1,1,3.449
252000.0,3.0,122.0,2,0,1,1,3.726
108500.0,3.0,70.0,1,0,0,1,1.939
144000.0,3.0,85.0,2,1,1,1,2.626
120900.0,3.0,69.0,3,1,1,1,2.416
173000.0,2.0,62.0,1,1,1,1,2.338
103000.0,2.0,54.0,7,1,1,1,2.338
173000.0,2.0,58.0,6,1,1,1,2.37
162400.0,2.0,58.0,6,1,1,1,2.37
162400.0,2.0,50.0,6,1,1,1,2.37
115000.0,3.0,63.0,4,0,0,1,0.776
154035.0,3.0,73.0,2,1,1,0,1.514
109000.0,3.0,57.0,1,0,0,1,0.988
63000.0,3.0,46.0,1,0,0,1,0.449
169000.0,3.0,77.0,5,1,1,1,3.06
440000.0,5.0,165.0,6,1,1,1,2.37
468888.0,4.0,137.0,5,1,1,0,2.276
442888.0,4.0,117.0,22,1,1,0,3.1
429888.0,4.0,117.0,19,1,1,0,3.1
180000.0,3.0,91.0,3,0,0,1,3.279
473888.0,4.0,137.0,7,1,1,0,2.276
495888.0,4.0,152.0,5,1,1,0,1.769
435000.0,4.5,136.0,0,0,1,1,1.44
438888.0,4.0,117.0,21,1,1,0,3.1
450000.0,5.0,170.0,1,1,0,0,1.573
495000.0,4.0,150.0,3,0,1,1,1.842
490888.0,4.0,144.0,16,1,1,0,3.1
456888.0,4.0,126.0,12,1,1,0,3.1
495888.0,4.0,152.0,5,1,1,0,1.769
440888.0,4.0,123.0,15,1,1,0,3.1
491888.0,2.0,60.0,25,1,0,0,3.1
330000.0,4.0,125.0,5,1,1,1,2.338
114900.0,3.0,72.0,3,0,1,1,0.542
252000.0,3.0,122.0,2,0,1,1,0.776
247380.0,3.0,117.0,4,1,1,1,2.918
177000.0,3.0,91.0,2,0,1,1,3.726
255000.0,4.0,101.0,1,0,1,1,0.754
204000.0,4.0,89.0,7,1,1,1,0.915
250000.0,3.5,122.0,2,0,1,1,0.0
255000.0,4.0,101.0,1,0,1,1,0.754
169000.0,3.5,75.0,2,0,1,1,0.562
175000.0,4.0,90.0,2,0,1,1,1.864
169000.0,4.0,86.0,2,0,1,1,1.352
175000.0,4.0,115.0,2,0,1,1,0.335
169000.0,3.0,88.0,5,1,0,1,1.863
195000.0,3.0,100.0,4,0,1,1,1.844
195000.0,3.0,88.0,2,0,1,1,0.0
183888.0,2.0,58.0,1,1,1,0,1.832
205000.0,2.0,64.0,2,1,1,1,0.322
182888.0,2.0,58.0,1,1,1,0,1.832
89000.0,2.0,46.0,0,0,0,1,0.8
179000.0,2.0,64.0,2,0,1,0,0.322
105000.0,2.0,52.0,4,0,1,0,0.322
133245.0,2.0,42.0,2,1,1,0,0.715
179990.0,3.5,90.0,8,0,1,1,0.776
232800.0,3.5,92.0,0,1,1,0,1.514
153000.0,3.5,80.0,1,1,1,1,3.726
130000.0,2.0,48.0,0,0,1,1,0.675
198000.0,3.5,95.0,7,1,1,1,1.572
89900.0,2.0,46.0,0,0,0,1,0.8
153000.0,3.5,80.0,1,1,1,1,0.776
206682.0,3.5,98.0,0,1,1,1,2.918
389888.0,4.0,115.0,5,1,1,0,2.674
172800.0,3.5,96.0,0,0,0,1,1.939
95000.0,3.5,103.0,1,0,1,1,2.024
384888.0,4.0,116.0,5,1,1,0,2.674
170000.0,3.5,85.0,1,0,1,0,2.431
89000.0,3.5,98.0,2,0,1,1,1.329
220000.0,3.5,94.0,5,0,0,1,0.616
89000.0,3.5,98.0,2,0,0,1,1.329
388888.0,4.0,111.0,12,1,1,0,2.674
88000.0,2.0,38.0,0,1,1,1,0.048
386888.0,4.0,121.0,7,1,1,0,1.965
195000.0,3.0,100.0,4,0,1,1,1.844
84500.0,4.0,95.0,2,0,1,1,8.079
114000.0,3.0,69.0,4,0,1,1,2.37
195000.0,3.0,100.0,4,0,1,1,1.844
217000.0,3.5,96.0,5,1,1,1,3.266
386888.0,4.0,119.0,19,1,1,0,2.674
195000.0,3.0,70.0,4,1,1,1,1.844
195000.0,3.0,100.0,4,0,1,1,1.844
114000.0,3.0,69.0,4,0,1,1,2.37
139990.0,3.0,66.0,2,1,1,1,2.37
195000.0,3.5,85.0,6,1,1,1,1.844
397888.0,4.0,104.0,21,1,1,0,2.674
135000.0,3.0,74.0,1,1,1,1,2.37
195000.0,3.0,100.0,4,1,1,1,1.844
403888.0,4.0,104.0,22,1,1,0,2.336
195000.0,3.0,100.0,4,0,1,1,1.844
355888.0,4.0,115.0,5,1,1,0,2.674
361000.0,6.0,226.0,3,0,1,1,0.982
357888.0,4.0,115.0,6,1,1,0,2.674
84500.0,4.0,95.0,2,0,1,1,8.079
65000.0,4.0,90.0,2,1,1,1,7.668
127000.0,4.0,98.0,1,0,1,1,7.777
84500.0,4.0,95.0,2,0,0,1,8.079
63000.0,4.0,29.0,2,0,0,1,7.564
127000.0,4.0,98.0,0,1,1,1,7.777
189000.0,3.5,88.0,1,1,1,1,1.844
148000.0,3.5,85.0,16,1,1,1,1.844
189000.0,3.5,84.0,1,1,1,1,1.844
127000.0,4.0,98.0,1,0,1,0,7.777
149000.0,4.0,90.0,1,1,1,1,2.37
281888.0,4.0,79.0,18,1,0,0,2.674
295000.0,4.5,117.0,2,0,1,1,3.301
300000.0,4.0,137.0,6,1,1,1,2.37
300000.0,5.0,140.0,7,1,1,1,0.78
296888.0,3.0,80.0,10,1,1,0,2.674
293888.0,3.0,86.0,5,1,1,0,2.674
284888.0,3.0,80.0,7,1,1,0,2.674
296888.0,3.0,80.0,12,1,1,0,2.674
291888.0,3.0,79.0,13,1,0,0,2.674
294888.0,3.0,80.0,15,1,1,0,2.674
286888.0,3.0,80.0,8,1,0,0,2.674
290000.0,4.0,120.0,3,1,1,1,0.195
299000.0,5.0,97.0,1,0,1,1,0.681
295000.0,4.0,117.0,2,0,0,1,3.301
298000.0,3.0,165.0,6,1,1,1,0.78
435000.0,4.0,183.0,4,1,1,1,1.021
200000.0,3.0,70.0,1,0,0,1,1.8
480000.0,8.0,242.0,5,1,1,1,0.99
219000.0,2.0,45.0,2,0,0,1,0.787
225000.0,3.0,79.0,2,1,1,1,2.027
219000.0,3.5,87.0,3,0,0,1,0.979
314500.0,4.0,170.0,5,0,1,0,2.216
218000.0,4.0,107.0,0,0,1,1,1.293
220000.0,2.0,53.0,1,0,0,1,0.0
220000.0,4.0,135.0,7,1,0,1,3.1
220000.0,4.0,112.0,7,0,1,1,2.113
220000.0,4.0,112.0,7,1,1,1,2.113
143000.0,4.0,72.0,2,1,0,1,0.0
220000.0,4.0,130.0,7,1,1,1,2.113
180000.0,4.0,85.0,4,1,1,1,0.934
200000.0,4.0,98.0,5,1,1,1,1.584
230000.0,4.0,135.0,0,0,1,1,0.918
320000.0,4.0,135.0,5,1,0,1,1.021
465000.0,4.0,178.0,3,1,1,1,1.068
245000.0,4.0,87.0,0,0,1,1,1.262
435000.0,4.0,183.0,4,1,1,1,1.021
390000.0,4.0,160.0,3,1,1,1,0.606
220000.0,3.5,109.0,3,0,1,1,0.971
219000.0,3.5,92.0,3,0,1,1,0.979
247500.0,4.0,123.0,3,0,1,0,0.546
320000.0,3.5,157.0,5,1,1,0,21.066
220000.0,3.5,89.0,7,1,1,1,0.82
200000.0,3.5,70.0,0,1,1,1,1.152
250000.0,3.5,96.0,4,1,1,1,1.152
220000.0,3.5,87.0,3,0,1,1,0.979
220000.0,4.0,135.0,7,1,1,1,2.113
900000.0,4.0,180.0,5,1,0,1,1.695
220000.0,4.0,112.0,7,1,1,1,2.113
230000.0,2.0,90.0,6,1,0,1,1.695
228000.0,3.0,83.0,3,0,1,1,0.96
260000.0,4.0,120.0,3,0,1,0,1.856
165000.0,4.0,90.0,3,0,1,1,1.788
220000.0,4.0,112.0,7,1,1,1,2.113
227000.0,3.0,103.0,1,0,1,1,3.423
220000.0,3.0,96.0,3,1,1,1,1.327
225000.0,4.0,90.0,1,1,1,1,1.23
130000.0,2.0,64.0,2,0,1,1,1.788
144000.0,2.0,69.0,1,1,1,1,1.528
144000.0,2.0,56.0,1,1,1,1,1.528
148000.0,2.0,80.0,4,0,0,0,2.216
114000.0,2.0,45.0,1,1,1,1,1.528
230000.0,2.0,90.0,6,1,1,1,1.695
133000.0,2.0,70.0,4,0,1,1,1.788
133000.0,2.0,70.0,4,0,1,1,1.788
142000.0,2.0,58.0,4,1,0,1,1.788
124000.0,2.0,55.0,2,1,1,1,1.695
133000.0,2.0,70.0,4,0,1,1,1.788
156000.0,2.0,80.0,5,1,1,1,2.216
133000.0,2.0,70.0,4,0,1,1,1.788
129000.0,2.0,64.0,2,0,0,1,1.788
163200.0,2.0,62.0,3,1,0,1,1.528
133000.0,2.0,70.0,4,0,1,1,1.788
170000.0,3.0,80.0,7,1,1,1,2.368
172160.0,4.0,86.0,3,1,1,0,2.268
178600.0,3.0,84.0,0,0,1,0,1.379
170000.0,3.0,75.0,9,1,1,1,0.603
175000.0,3.0,110.0,2,0,1,1,4.812
170000.0,4.0,120.0,4,0,0,1,3.423
204000.0,3.5,78.0,3,1,0,1,3.011
165600.0,2.0,72.0,2,0,0,1,4.363
230000.0,4.0,139.0,4,1,1,0,2.405
469000.0,4.0,190.0,4,0,0,1,3.1
239000.0,3.5,90.0,1,0,0,1,19.565
79900.0,3.0,57.0,0,0,1,1,4.495
123000.0,3.0,79.0,2,0,1,1,3.914
153000.0,3.5,73.0,0,0,1,0,1.04
206000.0,3.5,94.0,1,0,0,0,1.04
100000.0,3.0,77.0,4,0,1,1,4.143
286000.0,3.5,106.0,1,1,1,1,61.264
122000.0,3.0,87.0,1,1,1,1,3.914
175000.0,4.0,128.0,4,0,1,1,2.794
232000.0,3.5,101.0,5,0,1,0,1.04
71440.0,1.0,51.0,-1,0,1,0,2.818
100000.0,2.0,51.0,4,1,1,1,3.325
160000.0,3.0,80.0,3,1,1,1,0.671
1550000.0,4.0,405.0,4,1,1,1,0.676
90000.0,2.5,65.0,0,0,1,1,4.81
142560.0,3.0,72.0,2,1,1,1,0.78
50000.0,3.0,45.0,0,0,1,1,1.089
162810.0,3.0,67.0,2,1,0,0,0.919
49990.0,2.5,55.0,0,0,0,1,0.934
140940.0,3.0,58.0,2,1,0,0,0.919
159000.0,2.5,74.0,3,0,1,1,0.875
170000.0,2.5,81.0,0,1,1,1,1.233
110000.0,2.5,55.0,4,1,0,0,1.064
170000.0,2.5,75.0,3,0,1,0,53.661
89000.0,2.5,59.0,3,0,1,1,1.192
89900.0,2.5,59.0,3,0,1,1,1.192
139037.0,2.5,57.0,4,1,1,0,0.717
179000.0,2.5,60.0,1,0,1,1,1.233
139030.0,2.5,57.0,3,1,1,0,0.717
127500.0,2.5,55.0,0,0,1,1,1.342
139086.0,2.5,57.0,5,1,1,0,0.717
136300.0,3.0,58.0,0,1,1,0,1.348
298000.0,3.0,165.0,7,1,1,1,0.78
175000.0,3.0,80.0,2,1,1,1,0.0
149000.0,3.0,67.0,3,1,1,1,0.78
180000.0,3.0,80.0,2,1,1,1,0.0
160000.0,3.0,80.0,3,1,1,1,0.671
120000.0,3.0,71.0,3,0,1,1,1.422
280000.0,3.0,165.0,6,1,1,1,0.78
141000.0,3.0,58.0,2,1,1,0,0.703
2430.0,3.0,67.0,3,1,1,1,0.703
163500.0,3.0,67.0,2,1,1,0,0.703
1387888.0,4.0,162.0,14,1,0,0,3.1
1285888.0,4.0,151.0,14,1,0,0,3.1
1387888.0,4.0,162.0,14,1,0,0,3.1
1289888.0,4.0,151.0,14,1,0,0,3.1
187351.0,3.5,76.0,4,1,1,0,0.717
170000.0,3.5,100.0,-1,0,1,1,0.934
210000.0,3.5,100.0,1,1,1,1,0.998
236229.0,3.5,96.0,6,1,1,0,0.717
