id,price,link,offer_type,property_type,city,municipality,room_number,square_footage,heating,floor,bathroom_number,build_year,elevator,balcony,land_area,registered,parking
3960,111200,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/6141bc806568d51e253eed0f,prodaja,stanovi,"Novi Sad","Stari Grad",2,43,"grejanje na gas",NULL,1,2020,1,1,0,0,0
2209,110000,https://www.4zida.rs/prodaja/kuce/beograd/oglas/batajnica/58da1b837ce3af22b368ae62,prodaja,kuce,Beograd,"Zemun opština",6,128,"grejanje na gas",NULL,2,2020,0,1,0,1,1
16190,109200,https://www.4zida.rs/prodaja/stanovi/kragujevac/oglas/centar/5f24e6f3d9349639f467712d,prodaja,stanovi,Kragujevac,"Gradske lokacije",4,91,NULL,NULL,1,2020,1,1,0,0,0
3963,109000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradin/5f1ef262d799c6302955cef7,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,86,"etažno grejanje",NULL,1,2020,1,1,0,0,0
757,107400,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/60932081ee5fe21f364c27e6,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,56,"centralno grejanje",NULL,1,2020,1,1,0,0,0
15539,107000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/roze-luksemburg/614da0aabdd317763c4acd52,prodaja,stanovi,Beograd,"Rakovica opština",4,88,"etažno grejanje",NULL,1,2020,0,1,0,1,1
19483,107000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/roze-luksemburg/614da0aabdd317763c4acd52,prodaja,stanovi,Beograd,"Rakovica opština",4,88,"etažno grejanje",NULL,1,2020,0,1,0,1,1
9956,105700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka-gradske-lokacije-novi-sad/5ec5256c27317153633f4398,prodaja,stanovi,"Novi Sad","Gradske lokacije",3.5,76,"grejanje na gas",NULL,1,2020,1,0,0,0,0
19440,105000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/heroja-pinkija/617ac121f77f724b9c506882,prodaja,stanovi,"Novi Sad","Gradske lokacije",2.5,78,"grejanje na gas",NULL,1,2020,0,1,0,1,0
14505,104900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/619cb081ea9f6804f020f8b8,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,48,"centralno grejanje",NULL,1,2020,1,1,0,0,0
17008,104287,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep-gradske-lokacije-novi-sad/5e60e5942731713cb5775b36,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,75,"etažno grejanje",NULL,1,2020,1,1,0,0,0
16964,102816,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/607fd7a7d6f3b60b0c2e3f24,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,57,"centralno grejanje",NULL,1,2020,1,1,0,0,0
16966,102816,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje/607fd794d6f3b60b0c2e3efc,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,57,"centralno grejanje",NULL,1,2020,1,1,0,0,0
3124,102170,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345c27317157bf0f6669,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,62,"grejanje na gas",NULL,1,2020,1,1,0,0,0
3130,102170,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345d27317157bf0f6672,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,62,"grejanje na gas",NULL,1,2020,1,1,0,0,0
16193,102000,https://www.4zida.rs/prodaja/stanovi/kragujevac/oglas/centar/5f24e6f3d9349639f467712a,prodaja,stanovi,Kragujevac,"Gradske lokacije",4,85,NULL,NULL,1,2020,1,1,0,0,0
590,100420,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/vidovdansko-naselje/5f6a7e4249154136fb39dff7,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,75,"grejanje na gas",NULL,1,2020,1,1,0,0,0
9406,100100,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5f7e16a67c927656bf365c58,prodaja,stanovi,"Novi Sad","Stari Grad",2,49,"grejanje na gas",NULL,1,2020,1,1,0,0,0
10220,100000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vardarska/5ed6526327317111fe116533,prodaja,stanovi,Beograd,Beograd,1.5,44,"etažno grejanje",NULL,1,2020,1,1,0,0,0
14497,99300,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/619cb082ea9f6804f020f8bc,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,45,"centralno grejanje",NULL,1,2020,1,1,0,0,0
10776,99000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/matice-srpske/5e5331e59a30913c08238434,prodaja,stanovi,Beograd,Mirijevo,4,87,"norveški radijatori",NULL,1,2020,0,1,0,1,0
18025,99000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/josipa-slavenskog/6139328cff6f5d104441a483,prodaja,stanovi,Beograd,Banjica,2,55,"etažno grejanje",NULL,1,2020,0,0,0,1,0
23998,99000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/matice-srpske/5e433224273171709e1fc1f3,prodaja,stanovi,Beograd,"Zvezdara opština",3.5,86,"etažno grejanje",NULL,1,2020,0,0,0,1,0
527,98880,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-gradske-lokacije-novi-sad/619bba937cbf3859ed59cc2c,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,70,"centralno grejanje",NULL,1,2020,0,0,0,0,0
9397,98880,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345b27317157bf0f6660,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,60,"grejanje na gas",NULL,1,2020,1,1,0,0,0
9413,98060,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5f1ef262d799c6302955cef3,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,68,"grejanje na gas",NULL,1,2020,1,1,0,0,0
13548,97480,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla/5fe23504fa207c11900d5c4a,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,65,"centralno grejanje",NULL,1,2020,1,0,0,0,0
9396,97100,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/5fb4161c5965bd6a9064e03d,prodaja,stanovi,"Novi Sad",Telep,3,65,"centralno grejanje",NULL,1,2020,1,1,0,0,0
14499,96800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/sajmiste/619cb080ea9f6804f020f8b4,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,49,"centralno grejanje",NULL,1,2020,1,1,0,0,0
9370,95800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/5fb416185965bd6a9064e003,prodaja,stanovi,"Novi Sad",Telep,2,60,"centralno grejanje",NULL,1,2020,1,1,0,0,0
9371,95600,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/5fb4161c5965bd6a9064e03a,prodaja,stanovi,"Novi Sad",Telep,3,64,"centralno grejanje",NULL,1,2020,1,1,0,0,0
13536,95590,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla/5fe23504fa207c11900d5c41,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,64,"centralno grejanje",NULL,1,2020,1,0,0,1,0
9386,95270,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/klisa/5dd2fec727317122fc61a93a,prodaja,stanovi,"Novi Sad","Gradske lokacije",3.5,77,"grejanje na gas",NULL,1,2020,0,1,0,0,0
9526,94650,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5ee9c2852731715409322b47,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,77,NULL,NULL,1,2020,1,1,0,0,0
13731,94600,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/606e355857c49978d4782abd,prodaja,stanovi,"Novi Sad",Detelinara,3,73,"centralno grejanje",NULL,1,2020,1,0,0,0,0
10986,94000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2947d1e69f13d62503b4,prodaja,stanovi,Beograd,"Novi Beograd",2.5,55,"etažno grejanje",NULL,1,2020,1,1,0,1,0
4058,93900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345d27317157bf0f666c,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,57,"grejanje na gas",NULL,1,2020,1,1,0,0,0
9334,93900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345a27317157bf0f6657,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,57,"grejanje na gas",NULL,1,2020,1,1,0,0,0
13338,93200,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/6027125e8bf4723ffd560b6c,prodaja,stanovi,"Novi Sad","Gradske lokacije",2.5,67,"grejanje na gas",NULL,1,2020,0,0,0,0,0
17358,92900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/klisa/5dd2fec727317122fc61a934,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,75,"grejanje na gas",NULL,1,2020,0,1,0,0,0
17509,92900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice-gradske-lokacije-novi-sad/5f37bbd9e26dba6298542dbd,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,82,"etažno grejanje",NULL,1,2020,0,0,0,0,0
9724,92700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5fd23933b1cda87906681c13,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,107,"grejanje na gas",NULL,3,2020,1,0,0,0,0
4233,92350,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/606e355957c49978d4782ac1,prodaja,stanovi,"Novi Sad",Detelinara,3,65,"centralno grejanje",NULL,1,2020,1,0,0,0,0
9744,91670,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/618d0cf8fe384746276944dd,prodaja,stanovi,"Novi Sad","Gradske lokacije",4,70,"centralno grejanje",NULL,1,2020,1,1,0,1,1
8457,90000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lipov-gaj/61852db225b6c67da016af13,prodaja,stanovi,"Novi Sad",Adice,2.5,75,"grejanje na gas",NULL,1,2020,0,1,0,0,0
4206,89600,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradinsko-podgradje-gradic/605d1fde589bfd4fa66ba719,prodaja,stanovi,"Novi Sad",Petrovaradin,3,58,"grejanje na gas",NULL,1,2020,1,0,0,0,0
4214,89600,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/609321a5ee5fe21f364c2ae2,prodaja,stanovi,"Novi Sad",Telep,3,58,"grejanje na gas",NULL,1,2020,1,1,0,0,0
10985,88500,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2946d1e69f13d62503b0,prodaja,stanovi,Beograd,"Novi Beograd",2.5,52,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10981,88400,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404360d61ba70a377b9fc,prodaja,stanovi,Beograd,"Novi Beograd",2.5,52,"etažno grejanje",NULL,1,2020,1,1,0,1,0
4253,88200,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/nova-detelinara/606e355c57c49978d4782acd,prodaja,stanovi,"Novi Sad",Detelinara,3,68,"centralno grejanje",NULL,1,2020,1,0,0,0,0
13639,87800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/60c2017d57d073695109e88c,prodaja,stanovi,"Novi Sad",Telep,2,43,"grejanje na gas",NULL,1,2020,1,1,0,0,0
13625,87600,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradinsko-podgradje-gradic/61571ec58d6a981a871c0b28,prodaja,stanovi,"Novi Sad",Petrovaradin,3,81,"grejanje na gas",NULL,1,2020,0,1,0,0,0
4125,87550,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-novi-sad/619f930996919f091a545ec3,prodaja,stanovi,"Novi Sad",Telep,2.5,51,"etažno grejanje",NULL,1,2020,1,0,0,0,0
14414,86550,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradin/5f2195600b113925c330ffba,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,59,"grejanje na gas",NULL,1,2020,1,1,0,0,0
2323,85000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/laze-jovanovicaporcija/61c1e6fc36fa85747f034843,prodaja,stanovi,Beograd,Zemun,1.5,37,NULL,NULL,1,2020,0,0,0,0,0
15353,85000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/jakova-galusa/5f9311dcad47be59f313813e,prodaja,stanovi,Beograd,"Voždovac opština",3,66,NULL,NULL,1,2020,0,1,0,1,0
11886,84600,https://www.4zida.rs/prodaja/stanovi/zlatibor/oglas/gradske-lokacije/613c626a8035f04375205411,prodaja,stanovi,Zlatibor,Zlatibor,3,36,NULL,NULL,1,2020,0,1,0,0,0
836,84460,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-oslobodjenja/6114522a9f8dd904521857b3,prodaja,stanovi,"Novi Sad","Gradske lokacije",1.5,42,"centralno grejanje",NULL,1,2020,1,1,0,0,0
11765,84000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/laze-jovanovica-porcija/60463fdbe08d4216f42a30c2,prodaja,stanovi,Beograd,"Zemun opština",2,37,NULL,NULL,1,2020,0,1,0,0,0
10988,83300,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404350d61ba70a377b9f8,prodaja,stanovi,Beograd,"Novi Beograd",2.5,49,"etažno grejanje",NULL,1,2020,1,1,0,1,0
1933,83000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/cvetanova-cuprija/608569bbf8569626c8129e83,prodaja,stanovi,Beograd,"Zvezdara opština",2,41,NULL,NULL,1,2020,0,0,0,1,0
3921,82800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mali-beograd/61cc69ffbd393f17a715adc3,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,67,"grejanje na gas",NULL,1,2020,0,1,0,0,0
18539,82800,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/mali-beograd/61cc69ffbd393f17a715adc3,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,67,"grejanje na gas",NULL,1,2020,0,1,0,0,0
16070,82500,https://www.4zida.rs/prodaja/stanovi/nis/oglas/zicka/61d416890386e6162664ab7f,prodaja,stanovi,Niš,Pantelej,3,66,"etažno grejanje",NULL,2,2020,0,1,0,1,1
19178,82500,https://www.4zida.rs/prodaja/stanovi/nis/oglas/zicka/61d416890386e6162664ab7f,prodaja,stanovi,Niš,Pantelej,3,66,"etažno grejanje",NULL,2,2020,0,1,0,1,1
833,81700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/61571eac8d6a981a871c0adc,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,61,"grejanje na gas",NULL,1,2020,0,0,0,0,0
834,81700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/61571eac8d6a981a871c0ad0,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,61,"grejanje na gas",NULL,1,2020,0,1,0,0,0
841,81700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/61571ead8d6a981a871c0ae0,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,61,"grejanje na gas",NULL,1,2020,0,0,0,0,0
843,81700,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/61571eac8d6a981a871c0ad4,prodaja,stanovi,"Novi Sad","Gradske lokacije",3,61,"grejanje na gas",NULL,1,2020,0,1,0,0,0
13764,80000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/futog/60c14d3bc2e442105e5151fa,prodaja,kuce,"Novi Sad","Okolne lokacije",7,220,NULL,NULL,1,2020,0,0,427,1,0
15889,80000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/donja-vrezina/61814dc542db39480723860b,prodaja,stanovi,Niš,Pantelej,2.5,84,NULL,NULL,2,2020,0,1,0,0,1
10982,79900,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2946d1e69f13d62503a0,prodaja,stanovi,Beograd,"Novi Beograd",2.5,47,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10989,79900,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a563c69369cd35aa4d0284,prodaja,stanovi,Beograd,"Novi Beograd",2.5,47,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10984,79700,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2946d1e69f13d62503a4,prodaja,stanovi,Beograd,"Novi Beograd",2.5,47,"etažno grejanje",NULL,1,2020,1,1,0,1,0
2373,78280,https://www.4zida.rs/prodaja/stanovi/zlatibor/oglas/zlatibor-bregovi/5de2990ce466e65a3e7ec5d4,prodaja,stanovi,Zlatibor,"Gradske lokacije",2,37,"norveški radijatori",NULL,1,2020,0,1,0,1,1
10888,78200,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2946d1e69f13d625039c,prodaja,stanovi,Beograd,"Novi Beograd",1.5,46,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10983,78200,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2946d1e69f13d62503a8,prodaja,stanovi,Beograd,"Novi Beograd",2.5,47,"etažno grejanje",NULL,1,2020,1,1,0,1,0
5203,77900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345e27317157bf0f6675,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,42,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5208,77490,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/telep/5e67f840273171327200b3ad,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,44,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5202,77450,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad23227317158631efb08,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,47,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5204,77450,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad23027317158631efaf3,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,47,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5206,77450,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad22f27317158631efaea,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,47,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5207,77450,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad23127317158631efaff,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,47,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5210,77450,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad22f27317158631efaf0,prodaja,stanovi,"Novi Sad","Gradske lokacije",0.5,27,"grejanje na gas",NULL,1,2020,1,1,0,0,0
10912,77000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2945d1e69f13d6250390,prodaja,stanovi,Beograd,"Novi Beograd",1.5,45,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10914,77000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2945d1e69f13d6250398,prodaja,stanovi,Beograd,"Novi Beograd",1.5,45,"etažno grejanje",NULL,1,2020,1,1,0,1,0
13345,76640,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla/5fe23503fa207c11900d5c1d,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,48,"centralno grejanje",NULL,1,2020,1,1,0,0,0
10915,76500,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2945d1e69f13d6250394,prodaja,stanovi,Beograd,"Novi Beograd",1.5,45,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10987,75700,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404340d61ba70a377b9f0,prodaja,stanovi,Beograd,"Novi Beograd",2.5,45,"etažno grejanje",NULL,1,2020,1,1,0,1,0
10891,75600,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404340d61ba70a377b9ec,prodaja,stanovi,Beograd,"Novi Beograd",1.5,44,"etažno grejanje",NULL,1,2020,1,1,0,1,0
9012,75500,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lipov-gaj/5f8439bf27ff025a3055d95d,prodaja,stanovi,"Novi Sad",Adice,3.5,66,"grejanje na gas",NULL,1,2020,0,1,0,0,0
9004,75400,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lipov-gaj/5f8455db221415354203cb27,prodaja,stanovi,"Novi Sad",Adice,3.5,66,"grejanje na gas",NULL,1,2020,0,1,0,0,0
2130,75000,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kolonija/617c2820a0f4333d5a620ee3,prodaja,stanovi,Beograd,"Voždovac opština",2,50,"etažno grejanje",NULL,1,2020,0,0,0,0,1
5402,75000,https://www.4zida.rs/prodaja/kuce/novi-sad/oglas/brestovi/61196b3aa295754f395c4747,prodaja,kuce,"Novi Sad","Okolne lokacije",2,64,"grejanje na gas",NULL,1,2020,0,1,950,1,0
15667,75000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/pantelejska-crkva/61dde79deb952a6d6c5a95e0,prodaja,stanovi,Niš,Pantelej,2,48,"grejanje na struju",NULL,1,2020,1,1,0,1,1
140,74160,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novo-naselje-gradske-lokacije-novi-sad/61e6c56180710252ee26a093,prodaja,stanovi,"Novi Sad","Gradske lokacije",1.5,36,"centralno grejanje",NULL,1,2020,1,0,0,0,0
15749,72000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/studenicka/60cb3a0ee4d136136f1bb627,prodaja,stanovi,Niš,Pantelej,2.5,56,"grejanje na struju",NULL,1,2020,0,1,0,1,1
16239,71500,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ugrinovacki-put/6026d00abcd13a5f121e35a4,prodaja,stanovi,Beograd,Zemun,3.5,65,"etažno grejanje",NULL,1,2020,0,1,0,0,1
16241,71500,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ugrinovacki-put/6026d00abcd13a5f121e3580,prodaja,stanovi,Beograd,Zemun,3.5,65,"etažno grejanje",NULL,1,2020,0,1,0,0,1
5273,70860,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345f27317157bf0f667e,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,43,"grejanje na gas",NULL,1,2020,1,1,0,0,0
5274,70860,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345c27317157bf0f6663,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,43,"grejanje na gas",NULL,1,2020,1,1,0,0,0
4528,70550,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/petrovaradin/61d2eca83293dd6465768b87,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,51,"etažno grejanje",NULL,1,2020,1,1,0,0,0
10890,70300,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404340d61ba70a377b9e4,prodaja,stanovi,Beograd,"Novi Beograd",1.5,41,"etažno grejanje",NULL,1,2020,1,1,0,1,0
1295,70000,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-novi-sad/61362829ff34680d2e03a340,prodaja,stanovi,"Novi Sad","Gradske lokacije",1.5,40,"kaljeva peć",NULL,1,2020,0,0,0,0,0
13430,69530,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/bulevar-patrijarha-pavla-somborski-bulevar/61bc91add27e3c1cf622cd9d,prodaja,stanovi,"Novi Sad",Telep,1.5,35,"grejanje na gas",NULL,1,2020,1,1,0,1,0
5272,69500,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/novi-sad-centar/5f7dfa7e40e5a15226124cd3,prodaja,stanovi,"Novi Sad","Stari Grad",1,27,"grejanje na gas",NULL,1,2020,1,1,0,0,0
8717,69200,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eaad23327317158631efb11,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,42,"grejanje na gas",NULL,1,2020,1,1,0,0,0
10913,68800,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2945d1e69f13d625038c,prodaja,stanovi,Beograd,"Novi Beograd",1.5,40,"etažno grejanje",NULL,1,2020,1,1,0,1,0
4512,67580,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345b27317157bf0f665d,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,41,"grejanje na gas",NULL,1,2020,1,1,0,0,0
8599,67300,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/detelinara/60b0ec7568dc3b61ab04c408,prodaja,stanovi,"Novi Sad","Gradske lokacije",1,40,NULL,NULL,1,2020,1,1,0,1,0
10921,67200,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/ledine/619b57b126d2ee4120151520,prodaja,stanovi,Beograd,"Novi Beograd",1.5,42,"etažno grejanje",NULL,1,2020,1,1,0,1,1
19537,67000,https://www.4zida.rs/prodaja/stanovi/kragujevac/oglas/centar/604a433c704a6f47704d24e7,prodaja,stanovi,Kragujevac,"Gradske lokacije",2.5,60,"grejanje na gas",NULL,1,2020,1,1,0,1,0
4508,65900,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/salajka/5eb0345c27317157bf0f6666,prodaja,stanovi,"Novi Sad","Gradske lokacije",2,40,"grejanje na gas",NULL,1,2020,1,1,0,0,0
243,65500,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/adice/60932198ee5fe21f364c2ac6,prodaja,stanovi,"Novi Sad","Gradske lokacije",2.5,53,"grejanje na gas",NULL,1,2020,0,1,0,0,0
16028,64000,https://www.4zida.rs/prodaja/stanovi/nis/oglas/vrezina/60023b7d423388280a1c0978,prodaja,stanovi,Niš,Pantelej,3,80,"etažno grejanje",NULL,1,2020,0,1,0,1,1
10911,63800,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/609c2944d1e69f13d6250384,prodaja,stanovi,Beograd,"Novi Beograd",1.5,38,"etažno grejanje",NULL,1,2020,1,1,0,1,0
9015,63400,https://www.4zida.rs/prodaja/stanovi/novi-sad/oglas/lipov-gaj/5f8439bf27ff025a3055d960,prodaja,stanovi,"Novi Sad",Adice,3.5,55,"grejanje na gas",NULL,1,2020,0,0,0,0,0
10889,63300,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bukovacka/60a404330d61ba70a377b9dc,prodaja,stanovi,Beograd,"Novi Beograd",1.5,37,"etažno grejanje",NULL,1,2020,1,1,0,1,0
9805,63050,https://www.4zida.rs/prodaja/stanovi/zlatibor/oglas/prote-simica/61df2a786c947619d0696550,prodaja,stanovi,Zlatibor,Zlatibor,1.5,46,NULL,NULL,1,2020,0,1,0,1,0
